"household_id","province","district","urban_rural","region","household_size","income","expenditure","education","satisfaction","has_internet","num_children"
2615,"Prov_10","Prov_10_Kab_05","Rural","Indonesia Timur",2,212203,138925,"SMA",4,1,1
2616,"Prov_01","Prov_01_Kab_01","Rural","Jawa",3,149211,89484,"SMA",5,1,0
2617,"Prov_09","Prov_09_Kab_03","Rural","Sulawesi",5,33680,27476,"SMP",3,1,0
2618,"Prov_03","Prov_03_Kab_02","Rural","Jawa",2,31492,25887,"D3",3,0,0
2619,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",4,64492,36013,"SMA",3,1,0
2620,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",3,44287,33324,"SMA",3,0,0
2621,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",5,64348,58530,"S1",2,0,4
2622,"Prov_07","Prov_07_Kab_02","Urban","Kalimantan",7,107412,89480,"SMP",4,0,6
2623,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",4,105012,66750,"SMA",3,1,1
2624,"Prov_02","Prov_02_Kab_02","Urban","Jawa",2,154294,107073,"SMA",3,1,1
2625,"Prov_09","Prov_09_Kab_04","Rural","Sulawesi",3,27998,15827,"SMA",2,0,1
2626,"Prov_09","Prov_09_Kab_01","Rural","Sulawesi",2,40680,27622,"SMA",1,0,1
2627,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",6,106238,100730,"S1",2,1,1
2628,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",3,105502,68430,"S2+",3,0,2
2629,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",3,414445,254617,"S1",3,1,1
2630,"Prov_02","Prov_02_Kab_01","Rural","Jawa",3,157363,100524,"SMP",5,1,0
2631,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",1,74939,60285,"SMA",4,1,0
2632,"Prov_07","Prov_07_Kab_02","Urban","Kalimantan",6,102665,70419,"SMA",4,1,2
2633,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,146860,108427,"SD",3,1,2
2634,"Prov_02","Prov_02_Kab_03","Rural","Jawa",3,56062,46718,"SMA",4,0,0
2635,"Prov_07","Prov_07_Kab_04","Urban","Kalimantan",8,90364,82674,"S1",4,1,2
2636,"Prov_03","Prov_03_Kab_03","Urban","Jawa",7,62395,35802,"S1",3,1,1
2637,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",3,62966,52899,"SD",3,1,2
2638,"Prov_03","Prov_03_Kab_04","Urban","Jawa",5,189433,163203,"S1",3,1,0
2639,"Prov_01","Prov_01_Kab_03","Urban","Jawa",2,44257,38898,"SD",4,1,1
2640,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",6,80961,57358,"D3",2,0,2
2641,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",2,30104,17194,"SD",4,0,0
2642,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",6,111978,87020,"S1",4,0,3
2643,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",7,78315,71677,"SMA",3,1,4
2644,"Prov_01","Prov_01_Kab_05","Urban","Jawa",2,303017,201261,"SD",3,0,1
2645,"Prov_02","Prov_02_Kab_05","Urban","Jawa",1,205065,118648,"S1",3,1,0
2646,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",6,12159,8121,"D3",4,1,4
2647,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",7,43566,38250,"SMA",4,0,1
2648,"Prov_01","Prov_01_Kab_05","Urban","Jawa",3,143989,85884,"SMA",4,0,1
2649,"Prov_01","Prov_01_Kab_01","Urban","Jawa",1,133982,96329,"SMA",4,1,0
2650,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",4,13674,8473,"SD",2,1,2
2651,"Prov_02","Prov_02_Kab_05","Urban","Jawa",4,12827,8355,"SMA",1,1,1
2652,"Prov_10","Prov_10_Kab_05","Urban","Indonesia Timur",5,120626,77206,"SD",3,0,1
2653,"Prov_08","Prov_08_Kab_01","Rural","Sulawesi",3,202893,174091,"S2+",4,0,2
2654,"Prov_03","Prov_03_Kab_01","Rural","Jawa",4,71630,46183,"SMP",2,0,1
2655,"Prov_01","Prov_01_Kab_03","Urban","Jawa",4,118792,76988,"SMA",3,1,1
2656,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",1,149780,105476,"S1",3,0,0
2657,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",4,38385,31177,"SD",2,1,2
2658,"Prov_02","Prov_02_Kab_03","Urban","Jawa",2,75931,52327,"S2+",3,1,1
2659,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",1,71435,44940,"S1",3,0,0
2660,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",5,45053,36379,"S1",3,0,1
2661,"Prov_03","Prov_03_Kab_03","Rural","Jawa",1,53627,39631,"SD",5,0,0
2662,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",2,212236,173556,"SMA",4,1,0
2663,"Prov_03","Prov_03_Kab_02","Urban","Jawa",5,60102,52584,"SMP",2,1,1
2664,"Prov_10","Prov_10_Kab_01","Urban","Indonesia Timur",2,149476,81981,"SMP",4,1,0
2665,"Prov_01","Prov_01_Kab_05","Urban","Jawa",1,306050,197229,"SMA",5,1,0
2666,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",1,42203,23090,"D3",1,1,0
2667,"Prov_06","Prov_06_Kab_02","Urban","Kalimantan",3,73050,42482,"SMP",2,1,2
2668,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",1,19574,16042,"S1",2,1,0
2669,"Prov_02","Prov_02_Kab_02","Urban","Jawa",2,13992,8694,"SMP",2,1,0
2670,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",4,32361,23064,"SMA",2,0,0
2671,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",8,41086,34224,"S1",1,1,2
2672,"Prov_01","Prov_01_Kab_04","Rural","Jawa",4,48732,44487,"SMA",3,1,2
2673,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",4,74746,61931,"SMP",4,0,2
2674,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",3,94795,64523,"SMA",3,0,1
2675,"Prov_03","Prov_03_Kab_05","Urban","Jawa",1,68511,46460,"SMA",3,1,0
2676,"Prov_01","Prov_01_Kab_01","Urban","Jawa",1,286522,218866,"SD",4,1,0
2677,"Prov_03","Prov_03_Kab_02","Urban","Jawa",3,134562,113065,"SMA",3,1,1
2678,"Prov_02","Prov_02_Kab_02","Rural","Jawa",4,46415,30276,"SMA",3,0,1
2679,"Prov_09","Prov_09_Kab_05","Urban","Sulawesi",2,11277,8929,"SMP",3,0,0
2680,"Prov_10","Prov_10_Kab_03","Urban","Indonesia Timur",4,116052,96101,"S1",3,0,2
2681,"Prov_09","Prov_09_Kab_04","Rural","Sulawesi",5,53863,33378,"SD",3,0,1
2682,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",5,27223,18215,"S1",4,1,0
2683,"Prov_10","Prov_10_Kab_04","Urban","Indonesia Timur",3,122897,108575,"SMA",3,1,1
2684,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",5,95113,88216,"SMP",3,1,0
2685,"Prov_03","Prov_03_Kab_03","Urban","Jawa",2,360589,256186,"SMA",4,0,1
2686,"Prov_02","Prov_02_Kab_05","Rural","Jawa",2,65698,63006,"SD",3,0,1
2687,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",5,72272,62490,"SMA",4,1,1
2688,"Prov_02","Prov_02_Kab_05","Rural","Jawa",6,49241,35827,"SMP",3,1,1
2689,"Prov_06","Prov_06_Kab_01","Rural","Kalimantan",10,80773,58452,"SMA",4,1,1
2690,"Prov_01","Prov_01_Kab_01","Urban","Jawa",1,306456,247148,"S1",4,1,0
2691,"Prov_02","Prov_02_Kab_03","Urban","Jawa",6,168394,165501,"S1",4,1,1
2692,"Prov_01","Prov_01_Kab_05","Urban","Jawa",1,78901,65644,"S1",3,1,0
2693,"Prov_03","Prov_03_Kab_04","Urban","Jawa",2,92382,62070,"D3",4,1,1
2694,"Prov_02","Prov_02_Kab_04","Rural","Jawa",7,144882,105990,"SMA",3,0,2
2695,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",2,11522,7541,"SD",1,1,1
2696,"Prov_07","Prov_07_Kab_02","Rural","Kalimantan",7,140383,97151,"SMA",5,1,1
2697,"Prov_03","Prov_03_Kab_03","Rural","Jawa",6,42121,39726,"SMA",1,0,3
2698,"Prov_08","Prov_08_Kab_04","Urban","Sulawesi",2,29534,18118,"SMP",3,1,1
2699,"Prov_05","Prov_05_Kab_05","Rural","Sumatera",3,17878,14638,"SMA",3,1,1
2700,"Prov_03","Prov_03_Kab_03","Rural","Jawa",4,76173,55007,"SMA",2,0,1
2701,"Prov_02","Prov_02_Kab_02","Urban","Jawa",4,81629,63824,"S2+",3,1,1
2702,"Prov_03","Prov_03_Kab_05","Urban","Jawa",3,15277,14231,"D3",2,1,1
2703,"Prov_10","Prov_10_Kab_05","Rural","Indonesia Timur",4,100878,48673,"S1",2,1,1
2704,"Prov_02","Prov_02_Kab_03","Rural","Jawa",5,108686,100427,"SMA",1,0,2
2705,"Prov_01","Prov_01_Kab_04","Urban","Jawa",4,278152,191175,"SMP",3,1,0
2706,"Prov_02","Prov_02_Kab_03","Urban","Jawa",3,106568,71992,"SMA",4,0,1
2707,"Prov_07","Prov_07_Kab_01","Rural","Kalimantan",3,19481,12461,"SD",3,1,1
2708,"Prov_07","Prov_07_Kab_05","Urban","Kalimantan",8,40006,21725,"SMA",4,1,4
2709,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",1,57031,44890,"S2+",2,0,0
2710,"Prov_07","Prov_07_Kab_03","Rural","Kalimantan",5,133146,94983,"SMA",3,0,2
2711,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",2,30222,26258,"SMA",4,0,0
2712,"Prov_09","Prov_09_Kab_03","Urban","Sulawesi",3,84839,54695,"SMP",5,1,0
2713,"Prov_10","Prov_10_Kab_01","Rural","Indonesia Timur",5,16377,13507,"SMP",3,1,1
2714,"Prov_09","Prov_09_Kab_04","Rural","Sulawesi",6,44896,30449,"SMA",3,1,4
2715,"Prov_09","Prov_09_Kab_03","Urban","Sulawesi",5,63354,35542,"SMA",2,1,4
2716,"Prov_02","Prov_02_Kab_04","Urban","Jawa",4,166434,116945,"SMA",3,1,0
2717,"Prov_02","Prov_02_Kab_05","Urban","Jawa",2,248216,174991,"SMA",4,1,0
2718,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",4,29591,25392,"S2+",3,0,1
2719,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",4,39641,19449,"SMP",4,0,0
2720,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",5,10430,8804,"SMA",2,0,0
2721,"Prov_02","Prov_02_Kab_05","Urban","Jawa",4,234156,161228,"SMA",3,1,0
2722,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",6,170908,130000,"SMA",3,1,3
2723,"Prov_01","Prov_01_Kab_03","Urban","Jawa",1,274720,157675,"SMP",5,1,0
2724,"Prov_10","Prov_10_Kab_04","Urban","Indonesia Timur",5,134484,104943,"SMA",4,1,0
2725,"Prov_10","Prov_10_Kab_05","Urban","Indonesia Timur",1,62453,37495,"D3",3,1,0
2726,"Prov_01","Prov_01_Kab_01","Urban","Jawa",5,90919,74281,"S1",4,1,1
2727,"Prov_06","Prov_06_Kab_04","Rural","Kalimantan",3,26370,14952,"SMA",3,0,2
2728,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",3,80621,48581,"SMA",3,0,2
2729,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",5,113793,86719,"SMP",5,0,0
2730,"Prov_02","Prov_02_Kab_01","Rural","Jawa",4,23646,14879,"S2+",1,1,0
2731,"Prov_02","Prov_02_Kab_03","Urban","Jawa",4,527879,288911,"SMA",5,1,1
2732,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",6,38932,34083,"SMA",2,1,2
2733,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",3,71699,46090,"SMP",3,0,1
2734,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",3,23673,19911,"S2+",3,0,0
2735,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",6,67228,57752,"SD",3,0,4
2736,"Prov_02","Prov_02_Kab_03","Urban","Jawa",2,100751,100564,"SMA",4,1,0
2737,"Prov_01","Prov_01_Kab_04","Rural","Jawa",6,12528,9698,"S1",3,0,3
2738,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,108541,100711,"SMA",4,0,2
2739,"Prov_02","Prov_02_Kab_04","Urban","Jawa",2,174940,113450,"SD",4,1,1
2740,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",3,78517,55932,"SMA",3,1,0
2741,"Prov_04","Prov_04_Kab_01","Urban","Sumatera",6,155205,125967,"SMP",4,1,0
2742,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",1,75253,45259,"S2+",4,0,0
2743,"Prov_02","Prov_02_Kab_05","Urban","Jawa",1,89292,55265,"SMA",3,1,0
2744,"Prov_05","Prov_05_Kab_03","Urban","Sumatera",6,55686,39404,"SD",4,1,1
2745,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",4,19649,14763,"SMP",3,1,3
2746,"Prov_09","Prov_09_Kab_02","Rural","Sulawesi",6,46111,42053,"SD",3,1,1
2747,"Prov_01","Prov_01_Kab_01","Urban","Jawa",7,149825,126728,"SMA",4,1,3
2748,"Prov_05","Prov_05_Kab_04","Urban","Sumatera",4,80522,69404,"SMA",4,1,2
2749,"Prov_02","Prov_02_Kab_02","Rural","Jawa",3,111608,81225,"SMA",3,1,0
2750,"Prov_07","Prov_07_Kab_01","Urban","Kalimantan",6,176361,156677,"SMA",4,1,3
2751,"Prov_03","Prov_03_Kab_01","Rural","Jawa",4,38716,35457,"SMA",3,0,0
2752,"Prov_02","Prov_02_Kab_01","Urban","Jawa",3,47850,43732,"S2+",2,1,1
2753,"Prov_03","Prov_03_Kab_05","Rural","Jawa",5,44979,23502,"D3",3,1,2
2754,"Prov_03","Prov_03_Kab_01","Urban","Jawa",7,127835,116304,"SMA",3,1,1
2755,"Prov_01","Prov_01_Kab_02","Rural","Jawa",3,38427,30601,"S1",3,1,2
2756,"Prov_03","Prov_03_Kab_02","Rural","Jawa",3,94348,67097,"SMA",4,1,2
2757,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",3,143395,104551,"SMP",3,1,0
2758,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",4,38851,36661,"SMA",3,0,3
2759,"Prov_04","Prov_04_Kab_05","Urban","Sumatera",6,90600,70178,"S2+",5,0,1
2760,"Prov_09","Prov_09_Kab_03","Urban","Sulawesi",6,62345,38493,"D3",5,0,2
2761,"Prov_02","Prov_02_Kab_01","Urban","Jawa",5,45175,25101,"SD",1,1,1
2762,"Prov_03","Prov_03_Kab_04","Rural","Jawa",3,36820,32175,"SMP",2,0,0
2763,"Prov_07","Prov_07_Kab_02","Urban","Kalimantan",6,65412,36065,"D3",4,1,2
2764,"Prov_08","Prov_08_Kab_03","Rural","Sulawesi",3,24832,15493,"SMA",2,0,0
2765,"Prov_02","Prov_02_Kab_01","Rural","Jawa",3,106751,61317,"S1",2,0,1
2766,"Prov_09","Prov_09_Kab_01","Rural","Sulawesi",7,36219,22914,"S1",1,0,1
2767,"Prov_02","Prov_02_Kab_04","Urban","Jawa",5,104405,76859,"SMA",4,1,3
2768,"Prov_01","Prov_01_Kab_05","Rural","Jawa",4,52660,44990,"SMA",4,0,1
2769,"Prov_01","Prov_01_Kab_01","Urban","Jawa",4,101138,63563,"SMA",3,1,0
2770,"Prov_03","Prov_03_Kab_04","Urban","Jawa",3,68349,52151,"S1",4,0,2
2771,"Prov_03","Prov_03_Kab_02","Rural","Jawa",4,24687,20904,"S1",4,1,0
2772,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",4,57737,47449,"D3",3,1,1
2773,"Prov_02","Prov_02_Kab_01","Urban","Jawa",4,73013,38306,"D3",4,1,2
2774,"Prov_08","Prov_08_Kab_02","Urban","Sulawesi",1,61921,37277,"D3",2,1,0
2775,"Prov_02","Prov_02_Kab_04","Rural","Jawa",1,33150,24772,"SMA",4,0,0
2776,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",2,23721,21724,"SMP",2,1,0
2777,"Prov_03","Prov_03_Kab_02","Rural","Jawa",2,98983,77907,"SMA",3,0,0
2778,"Prov_10","Prov_10_Kab_04","Urban","Indonesia Timur",5,53918,34984,"SMA",3,1,1
2779,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",3,85292,71238,"SMA",2,1,0
2780,"Prov_03","Prov_03_Kab_01","Urban","Jawa",6,150020,141046,"S1",3,1,2
2781,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",2,341056,295273,"SD",5,1,0
2782,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",2,70059,56647,"S1",4,1,0
2783,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",6,91941,49264,"SMP",4,1,3
2784,"Prov_07","Prov_07_Kab_01","Rural","Kalimantan",2,156990,103000,"S2+",3,0,0
2785,"Prov_09","Prov_09_Kab_02","Rural","Sulawesi",1,55026,38025,"SD",2,0,0
2786,"Prov_01","Prov_01_Kab_03","Urban","Jawa",2,39700,36575,"SMA",1,0,0
2787,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",8,186571,156870,"S2+",4,1,0
2788,"Prov_08","Prov_08_Kab_03","Urban","Sulawesi",1,116697,62440,"S1",4,1,0
2789,"Prov_06","Prov_06_Kab_01","Urban","Kalimantan",6,36163,26942,"SMP",3,0,2
2790,"Prov_07","Prov_07_Kab_05","Rural","Kalimantan",5,60656,52416,"SMP",3,0,0
2791,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",5,90556,90046,"SMA",4,1,0
2792,"Prov_01","Prov_01_Kab_02","Rural","Jawa",5,53067,38979,"SMA",4,0,3
2793,"Prov_01","Prov_01_Kab_03","Rural","Jawa",3,144480,111373,"SMA",3,1,1
2794,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",2,53362,39940,"SMA",2,1,0
2795,"Prov_06","Prov_06_Kab_04","Urban","Kalimantan",7,227241,178621,"D3",3,1,0
2796,"Prov_02","Prov_02_Kab_05","Urban","Jawa",4,254539,213864,"SMP",4,1,0
2797,"Prov_03","Prov_03_Kab_02","Urban","Jawa",4,158498,104812,"D3",4,0,1
2798,"Prov_08","Prov_08_Kab_05","Urban","Sulawesi",6,95321,63654,"S1",3,0,3
2799,"Prov_09","Prov_09_Kab_03","Urban","Sulawesi",7,46501,26596,"S2+",3,1,2
2800,"Prov_02","Prov_02_Kab_05","Urban","Jawa",5,112227,75872,"D3",3,1,0
2801,"Prov_03","Prov_03_Kab_05","Rural","Jawa",4,105497,63430,"S1",5,1,0
2802,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",2,67391,58560,"S2+",2,1,0
2803,"Prov_08","Prov_08_Kab_02","Rural","Sulawesi",1,29651,26163,"SMA",4,1,0
2804,"Prov_01","Prov_01_Kab_01","Urban","Jawa",2,90775,54970,"D3",3,1,0
2805,"Prov_02","Prov_02_Kab_05","Urban","Jawa",4,102366,59867,"S1",2,1,0
2806,"Prov_09","Prov_09_Kab_02","Urban","Sulawesi",5,151216,95501,"SMA",5,0,1
2807,"Prov_01","Prov_01_Kab_04","Urban","Jawa",4,76502,52813,"SMP",4,1,1
2808,"Prov_07","Prov_07_Kab_03","Urban","Kalimantan",7,168991,112208,"SMA",4,1,1
2809,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",3,125213,79896,"SMA",3,1,0
2810,"Prov_03","Prov_03_Kab_05","Urban","Jawa",3,249899,156207,"SMA",5,1,1
2811,"Prov_09","Prov_09_Kab_05","Rural","Sulawesi",4,71747,49492,"S1",3,1,0
2812,"Prov_06","Prov_06_Kab_05","Rural","Kalimantan",8,108726,68422,"SMA",4,0,6
2813,"Prov_01","Prov_01_Kab_03","Urban","Jawa",5,450117,247202,"SMA",5,1,0
2814,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",5,28631,17015,"S1",4,1,0
2815,"Prov_01","Prov_01_Kab_05","Rural","Jawa",1,25621,21216,"SMA",1,1,0
2816,"Prov_03","Prov_03_Kab_03","Rural","Jawa",2,105738,83828,"SMP",3,1,0
2817,"Prov_03","Prov_03_Kab_01","Urban","Jawa",1,152182,102008,"S1",5,1,0
2818,"Prov_10","Prov_10_Kab_05","Rural","Indonesia Timur",3,43975,30597,"SD",4,1,1
2819,"Prov_02","Prov_02_Kab_05","Urban","Jawa",2,158448,135587,"SMP",2,1,0
2820,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",4,141623,92186,"SMA",5,1,2
2821,"Prov_10","Prov_10_Kab_01","Urban","Indonesia Timur",3,178633,125690,"S1",5,1,1
2822,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",6,201466,151165,"SMA",3,0,2
2823,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",6,30662,19012,"SMA",3,0,1
2824,"Prov_01","Prov_01_Kab_02","Urban","Jawa",7,53381,45315,"SMA",5,1,3
2825,"Prov_03","Prov_03_Kab_04","Rural","Jawa",6,104369,71646,"SMA",2,0,1
2826,"Prov_09","Prov_09_Kab_05","Urban","Sulawesi",6,190394,154312,"SMA",4,1,1
2827,"Prov_09","Prov_09_Kab_03","Urban","Sulawesi",3,206273,138720,"SMA",4,0,0
2828,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",5,131638,71800,"SMP",4,0,1
2829,"Prov_03","Prov_03_Kab_04","Urban","Jawa",6,135694,103694,"S1",4,1,3
2830,"Prov_01","Prov_01_Kab_03","Urban","Jawa",4,97002,63076,"S1",2,0,0
2831,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",2,250305,186155,"SMP",5,0,1
2832,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",1,210239,125208,"SMA",3,1,0
2833,"Prov_06","Prov_06_Kab_03","Rural","Kalimantan",6,194650,175439,"SMA",3,0,4
2834,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",3,41597,29007,"S2+",3,1,1
2835,"Prov_02","Prov_02_Kab_05","Rural","Jawa",3,66748,57264,"SD",3,0,1
2836,"Prov_01","Prov_01_Kab_01","Rural","Jawa",3,116288,87354,"SD",3,1,1
2837,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",4,189637,116079,"S1",4,0,1
2838,"Prov_01","Prov_01_Kab_05","Urban","Jawa",3,58482,34125,"SMA",3,1,1
2839,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",4,36572,28978,"SD",4,1,0
2840,"Prov_07","Prov_07_Kab_04","Urban","Kalimantan",7,160989,110946,"SD",5,1,6
2841,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",2,52135,38529,"SMA",4,1,1
2842,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",5,111111,89278,"D3",4,1,0
2843,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",5,53750,42541,"S1",3,0,2
2844,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",4,53292,38164,"S2+",3,0,1
2845,"Prov_06","Prov_06_Kab_05","Urban","Kalimantan",3,59585,38970,"D3",3,1,1
2846,"Prov_04","Prov_04_Kab_02","Urban","Sumatera",4,87448,75879,"SMA",3,1,1
2847,"Prov_05","Prov_05_Kab_05","Urban","Sumatera",6,48578,30097,"SD",3,1,3
2848,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",6,162302,115035,"S1",3,1,4
2849,"Prov_02","Prov_02_Kab_04","Urban","Jawa",3,95593,73163,"SMA",2,0,1
2850,"Prov_04","Prov_04_Kab_05","Rural","Sumatera",8,70806,48817,"SMA",4,0,3
2851,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",5,35815,22744,"S1",5,0,1
2852,"Prov_05","Prov_05_Kab_01","Rural","Sumatera",3,35257,27906,"S1",3,1,0
2853,"Prov_08","Prov_08_Kab_05","Urban","Sulawesi",7,140288,105704,"SMA",4,1,1
2854,"Prov_05","Prov_05_Kab_04","Urban","Sumatera",4,104040,94653,"S1",4,1,2
2855,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",5,79635,68408,"SMA",2,1,1
2856,"Prov_09","Prov_09_Kab_04","Urban","Sulawesi",7,65031,42749,"SMA",3,1,1
2857,"Prov_01","Prov_01_Kab_02","Urban","Jawa",3,98455,81943,"SMA",3,1,1
2858,"Prov_04","Prov_04_Kab_01","Rural","Sumatera",4,76606,58868,"SMA",4,1,0
2859,"Prov_04","Prov_04_Kab_03","Urban","Sumatera",5,153419,106331,"SMA",3,1,1
2860,"Prov_03","Prov_03_Kab_04","Urban","Jawa",8,103520,72207,"S1",3,0,2
2861,"Prov_03","Prov_03_Kab_03","Rural","Jawa",5,57568,50659,"SMA",4,0,1
2862,"Prov_09","Prov_09_Kab_02","Urban","Sulawesi",5,36677,17357,"SMA",3,1,1
2863,"Prov_06","Prov_06_Kab_02","Rural","Kalimantan",6,29955,22326,"SMA",2,0,3
2864,"Prov_05","Prov_05_Kab_03","Rural","Sumatera",3,68410,46394,"S1",4,1,0
2865,"Prov_05","Prov_05_Kab_01","Urban","Sumatera",1,63387,46500,"D3",2,1,0
2866,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",2,95106,69781,"SMP",3,0,0
2867,"Prov_01","Prov_01_Kab_01","Urban","Jawa",1,63157,40553,"SMA",5,1,0
2868,"Prov_05","Prov_05_Kab_02","Rural","Sumatera",5,134048,67190,"S1",4,0,3
2869,"Prov_10","Prov_10_Kab_03","Rural","Indonesia Timur",6,31142,21519,"SMA",4,0,3
2870,"Prov_04","Prov_04_Kab_04","Urban","Sumatera",2,195784,104014,"SMP",3,1,0
2871,"Prov_01","Prov_01_Kab_05","Urban","Jawa",3,83310,60023,"SMP",3,0,1
2872,"Prov_04","Prov_04_Kab_02","Rural","Sumatera",6,69630,47804,"SD",3,1,4
2873,"Prov_04","Prov_04_Kab_04","Rural","Sumatera",12,136227,114330,"SMA",3,0,6
2874,"Prov_02","Prov_02_Kab_05","Rural","Jawa",3,68892,40917,"S1",3,1,0
2875,"Prov_09","Prov_09_Kab_04","Rural","Sulawesi",4,111501,78748,"SD",3,0,0
2876,"Prov_03","Prov_03_Kab_04","Urban","Jawa",2,166331,109156,"S1",3,1,0
2877,"Prov_01","Prov_01_Kab_03","Rural","Jawa",2,106194,102651,"S1",3,1,1
2878,"Prov_09","Prov_09_Kab_03","Urban","Sulawesi",7,143563,94022,"SD",2,0,3
2879,"Prov_05","Prov_05_Kab_04","Rural","Sumatera",4,34024,21647,"S1",2,0,3
2880,"Prov_07","Prov_07_Kab_02","Urban","Kalimantan",6,318962,253411,"SMA",2,1,1
2881,"Prov_07","Prov_07_Kab_04","Rural","Kalimantan",3,85678,65625,"SD",3,0,0
2882,"Prov_08","Prov_08_Kab_05","Rural","Sulawesi",2,34273,23042,"SD",3,1,0
2883,"Prov_03","Prov_03_Kab_05","Urban","Jawa",9,60681,35568,"SD",4,1,3
2884,"Prov_10","Prov_10_Kab_01","Rural","Indonesia Timur",2,60557,42212,"SMP",3,0,1
2885,"Prov_01","Prov_01_Kab_05","Urban","Jawa",2,89939,50920,"SMA",3,0,0
2886,"Prov_05","Prov_05_Kab_02","Urban","Sumatera",4,361414,330565,"SMP",4,1,1
2887,"Prov_02","Prov_02_Kab_01","Rural","Jawa",4,34502,24658,"D3",2,1,1
2888,"Prov_03","Prov_03_Kab_01","Urban","Jawa",4,337686,239766,"SMA",3,1,0
2889,"Prov_08","Prov_08_Kab_04","Rural","Sulawesi",3,21741,16593,"SMP",3,0,0
